Garn-Format Ver. 1.4.; Daten von Matlab Erzeugt am 21-Jan-2012
TotalFibers
1
Fiber
1;1.000000;0;0;0;0;
0;255;0;
17
0.00000000;1.45000005;0.78539819
0.97584277;2.35589290;1.57079637
1.80312228;1.80312228;2.35619450
1.33962536;0.55489099;3.14159274
1.45000005;0.00000000;3.92699075
2.35589290;-0.97584277;4.71238899
1.80312228;-1.80312228;5.49778700
0.55489099;-1.33962536;6.28318548
-0.00000000;-1.45000005;7.06858349
-0.97584277;-2.35589290;7.85398149
-1.80312228;-1.80312228;8.63937950
-1.33962536;-0.55489099;9.42477798
-1.45000005;0.00000000;10.21017647
-2.35589290;0.97584277;10.99557400
-1.80312228;1.80312228;11.78097248
-0.55489099;1.33962536;12.56637096
0.00000000;1.45000005;13.35176849
